DATE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection
2020-04-15,29.948461538461547,21.029411764705884,47.970588235294116,37.73529411764706,29.945000000000004,29.91558823529412,9.985882352941175,37.88235294117647,295.80645161290323
2020-04-16,30.08916666666666,19.84375,45.34375,37.65625,30.084375000000005,30.054062499999997,9.985,35.96875,286.5625
2020-04-17,30.164166666666663,22.59375,43.9375,45.875,30.164375,30.135,9.76625,36.03125,233.33333333333334
2020-04-18,29.800227272727273,36.32692307692308,44.38461538461539,74.88461538461539,29.809374999999992,29.77038461538462,9.01326923076923,40.88461538461539,191.15384615384616
2020-04-19,29.829166666666676,27.71875,53.125,38.4375,29.829375000000006,29.799062500000005,9.985,42.25,226.5625
2020-04-20,29.65791666666667,29.875,52.4375,43.28125,29.655,29.625625000000003,9.985,42.78125,158.75
2020-04-21,29.55333333333334,38.075,50.675,63.075,29.585000000000008,29.526829268292687,8.902926829268292,44.975,241.5
2020-04-22,29.870833333333337,15.21875,44.375,31.6875,29.865000000000002,29.835,9.985,34.15625,302.5
2020-04-23,30.028888888888897,22.4,45.08571428571429,41.68571428571428,30.024062500000007,29.997142857142858,9.64342857142857,36.42857142857143,214.28571428571428
2020-04-24,29.767446808510638,42.81481481481482,47.129629629629626,85.0,29.769999999999996,29.737777777777765,6.2774074074074075,45.27777777777778,121.11111111111111
2020-04-25,30.035769230769237,36.970588235294116,53.23529411764706,58.088235294117645,30.031562500000003,30.001764705882334,9.82470588235294,45.911764705882355,88.125
2020-04-26,29.833333333333332,41.297872340425535,47.234042553191486,80.57446808510639,29.867812500000003,29.809787234042563,6.581063829787234,44.5531914893617,58.51063829787234
2020-04-27,29.916249999999994,35.775,45.075,70.425,29.917187499999997,29.883,9.988,41.025,292.0
2020-04-28,30.105000000000004,34.0,52.5,53.15625,30.101875,30.072187500000002,9.985,44.34375,262.0
2020-04-29,30.205483870967754,42.76923076923077,50.256410256410255,76.15384615384616,30.203437500000017,30.173589743589766,9.60051282051282,46.717948717948715,78.97435897435898
2020-04-30,29.989999999999988,50.78,55.56,84.3,29.978749999999994,29.95719999999999,7.1026,53.04,122.0
